zone_key,year,Country,Zone Name,carbon_intensity_avg,no_hours_with_data
US-CAR-YAD,2019,United States of America,"Alcoa Power Generating, Inc. Yadkin Division",58.39357814144965,7677
US-CAR-YAD,2020,United States of America,"Alcoa Power Generating, Inc. Yadkin Division",28.21,2595
US-CAR-YAD,2021,United States of America,"Alcoa Power Generating, Inc. Yadkin Division",40.36,5393
US-CENT-SPA,2018,United States of America,Southwestern Power Administration,314.76328974426707,4410
US-CENT-SPA,2019,United States of America,Southwestern Power Administration,155.2943502890407,8760
US-CENT-SPA,2020,United States of America,Southwestern Power Administration,265.75,2810
US-CENT-SPA,2021,United States of America,Southwestern Power Administration,167.84,6387
US-CENT-SWPP,2018,United States of America,Southwest Power Pool,461.3464091803753,2946
US-CENT-SWPP,2019,United States of America,Southwest Power Pool,404.8616533798246,8736
US-CENT-SWPP,2020,United States of America,Southwest Power Pool,388.33,2928
US-CENT-SWPP,2021,United States of America,Southwest Power Pool,411.98,6553
US-FLA-FMPP,2018,United States of America,Florida Municipal Power Pool,567.7400397849822,4322
US-FLA-FMPP,2019,United States of America,Florida Municipal Power Pool,550.018141860558,8698
US-FLA-FMPP,2020,United States of America,Florida Municipal Power Pool,573.45,2771
US-FLA-FMPP,2021,United States of America,Florida Municipal Power Pool,547.21,6290
US-FLA-FPC,2018,United States of America,Duke Energy Florida Inc,502.2144871108084,4411
US-FLA-FPC,2019,United States of America,Duke Energy Florida Inc,479.8059653158014,8738
US-FLA-FPC,2020,United States of America,Duke Energy Florida Inc,500.48,2218
US-FLA-FPC,2021,United States of America,Duke Energy Florida Inc,521.97,6242
US-FLA-FPL,2018,United States of America,Florida Power & Light Company,407.28257777410835,4411
US-FLA-FPL,2019,United States of America,Florida Power & Light Company,390.57926410071093,8760
US-FLA-FPL,2020,United States of America,Florida Power & Light Company,409.11,2928
US-FLA-FPL,2021,United States of America,Florida Power & Light Company,397.64,6553
US-FLA-GVL,2018,United States of America,Gainesville Regional Utilities,600.0492508340037,4183
US-FLA-GVL,2019,United States of America,Gainesville Regional Utilities,635.0349388565833,7608
US-FLA-GVL,2020,United States of America,Gainesville Regional Utilities,586.08,2792
US-FLA-GVL,2021,United States of America,Gainesville Regional Utilities,634.8,6049
US-FLA-HST,2018,United States of America,City Of Homestead,431.5727905932866,58
US-FLA-HST,2019,United States of America,City Of Homestead,405.399871970417,174
US-FLA-HST,2020,United States of America,City Of Homestead,0.32,1
US-FLA-HST,2021,United States of America,City Of Homestead,5.75,77
US-FLA-JEA,2018,United States of America,JEA,562.2818553858932,4370
US-FLA-JEA,2019,United States of America,JEA,551.6214168963318,8550
US-FLA-JEA,2020,United States of America,JEA,572.77,2097
US-FLA-JEA,2021,United States of America,JEA,559.49,4749
US-FLA-SEC,2018,United States of America,Seminole Electric Cooperative,701.9694989045145,4205
US-FLA-SEC,2019,United States of America,Seminole Electric Cooperative,678.9317946144063,2211
US-FLA-SEC,2020,United States of America,Seminole Electric Cooperative,681.87,2275
US-FLA-SEC,2021,United States of America,Seminole Electric Cooperative,664.42,5719
US-FLA-TAL,2018,United States of America,City Of Tallahassee,475.392979158394,4411
US-FLA-TAL,2019,United States of America,City Of Tallahassee,473.84442625530676,8749
US-FLA-TAL,2020,United States of America,City Of Tallahassee,473.21,2812
US-FLA-TAL,2021,United States of America,City Of Tallahassee,468.99,6383
US-FLA-TEC,2018,United States of America,Tampa Electric Company,578.9660497185024,4409
US-FLA-TEC,2019,United States of America,Tampa Electric Company,551.5863794438111,8721
US-FLA-TEC,2020,United States of America,Tampa Electric Company,555.08,2586
US-FLA-TEC,2021,United States of America,Tampa Electric Company,548.02,6010
US-HI-OA,2019,United States of America,Oahu,628.7329038273465,3573
US-HI-OA,2020,United States of America,Oahu,614.57,2552
US-HI-OA,2021,United States of America,Oahu,596.29,3770
US-IPC,2018,United States of America,IPC,255.0732277398669,6473
US-IPC,2019,United States of America,IPC,315.64933287250227,1657
US-MIDA-OVEC,2018,United States of America,Ohio Valley Electric Corporation,778.3278761689891,3674
US-MIDA-OVEC,2020,United States of America,Ohio Valley Electric Corporation,,0
US-MIDA-OVEC,2021,United States of America,Ohio Valley Electric Corporation,,0
US-MIDA-PJM,2018,United States of America,"PJM Interconnection, Llc",386.000922047933,2686
US-MIDA-PJM,2019,United States of America,"PJM Interconnection, Llc",383.10988558685983,8760
US-MIDA-PJM,2020,United States of America,"PJM Interconnection, Llc",362.6,2928
US-MIDA-PJM,2021,United States of America,"PJM Interconnection, Llc",390.26,6553
US-MIDW-AECI,2018,United States of America,"Associated Electric Cooperative, Inc.",643.8086344233506,4359
US-MIDW-AECI,2019,United States of America,"Associated Electric Cooperative, Inc.",607.2110911535889,8735
US-MIDW-AECI,2020,United States of America,"Associated Electric Cooperative, Inc.",596.62,2779
US-MIDW-AECI,2021,United States of America,"Associated Electric Cooperative, Inc.",566.69,6358
US-MIDW-EEI,2018,United States of America,"Electric Energy, Inc.",788.5554541847681,2976
US-MIDW-EEI,2019,United States of America,"Electric Energy, Inc.",802.6531350421677,5783
US-MIDW-EEI,2020,United States of America,"Electric Energy, Inc.",,0
US-MIDW-EEI,2021,United States of America,"Electric Energy, Inc.",,0
US-MIDW-LGEE,2018,United States of America,Louisville Gas And Electric Company And Kentucky Utilities,717.1889013157759,3178
US-MIDW-LGEE,2019,United States of America,Louisville Gas And Electric Company And Kentucky Utilities,712.8496688977111,8668
US-MIDW-LGEE,2020,United States of America,Louisville Gas And Electric Company And Kentucky Utilities,725.06,2640
US-MIDW-LGEE,2021,United States of America,Louisville Gas And Electric Company And Kentucky Utilities,725.08,6246
US-MIDW-MISO,2018,United States of America,"Midcontinent Independent Transmission System Operator, Inc..",531.8361944778256,4410
US-MIDW-MISO,2019,United States of America,"Midcontinent Independent Transmission System Operator, Inc..",478.73930464720513,8760
US-MIDW-MISO,2020,United States of America,"Midcontinent Independent Transmission System Operator, Inc..",443.42,2928
US-MIDW-MISO,2021,United States of America,"Midcontinent Independent Transmission System Operator, Inc..",477.15,6553
US-MISO,2013,United States of America,MISO,648.4536358720247,715
US-MISO,2014,United States of America,MISO,612.9534502318464,8753
US-MISO,2015,United States of America,MISO,565.3108426184017,8759
US-MISO,2016,United States of America,MISO,544.4387784794671,8773
US-MISO,2017,United States of America,MISO,545.0688960473786,8758
US-MISO,2018,United States of America,MISO,541.481583159725,7615
US-MISO,2019,United States of America,MISO,502.74256694953283,8301
US-NE-ISNE,2018,United States of America,Iso New England Inc.,318.12880057098283,4411
US-NE-ISNE,2019,United States of America,Iso New England Inc.,294.1019178675047,8760
US-NE-ISNE,2020,United States of America,Iso New England Inc.,250.26,2891
US-NE-ISNE,2021,United States of America,Iso New England Inc.,259.87,6205
US-NEISO,2014,United States of America,New England,269.25212882812247,3667
US-NEISO,2015,United States of America,New England,300.03059512997555,8758
US-NEISO,2016,United States of America,New England,285.81865705151813,8469
US-NEISO,2017,United States of America,New England,276.7223815210861,8668
US-NEISO,2018,United States of America,New England,260.39776467463383,7080
US-NEISO,2019,United States of America,New England,259.11251757773255,8738
US-NW-AVA,2018,United States of America,Avista Corporation,254.80442520137024,4408
US-NW-AVA,2019,United States of America,Avista Corporation,209.86328155618492,8737
US-NW-AVA,2020,United States of America,Avista Corporation,204.51,2812
US-NW-AVA,2021,United States of America,Avista Corporation,183.32,6389
US-NW-AVRN,2018,United States of America,Avangrid Renewables Cooperative,11.0,2299
US-NW-AVRN,2019,United States of America,Avangrid Renewables Cooperative,79.3074249472591,8336
US-NW-BPAT,2018,United States of America,Bonneville Power Administration,132.53297587347546,4143
US-NW-BPAT,2019,United States of America,Bonneville Power Administration,119.63770637997536,8364
US-NW-BPAT,2020,United States of America,Bonneville Power Administration,77.85,2928
US-NW-BPAT,2021,United States of America,Bonneville Power Administration,81.56,6553
US-NW-CHPD,2018,United States of America,PUD No. 1 Of Chelan County,27.176225416633844,4386
US-NW-CHPD,2019,United States of America,PUD No. 1 Of Chelan County,26.589933041218053,8716
US-NW-CHPD,2020,United States of America,PUD No. 1 Of Chelan County,28.06,2789
US-NW-CHPD,2021,United States of America,PUD No. 1 Of Chelan County,25.77,6369
US-NW-DOPD,2018,United States of America,PUD No. 1 Of Douglas County,30.54816668694653,4232
US-NW-DOPD,2019,United States of America,PUD No. 1 Of Douglas County,30.534837681771112,8612
US-NW-DOPD,2020,United States of America,PUD No. 1 Of Douglas County,26.5,2315
US-NW-DOPD,2021,United States of America,PUD No. 1 Of Douglas County,27.38,6338
US-NW-GCPD,2018,United States of America,"PUD No. 2 Of Grant County, Washington",53.1161851755758,4408
US-NW-GCPD,2019,United States of America,"PUD No. 2 Of Grant County, Washington",50.47708931117367,8760
US-NW-GCPD,2020,United States of America,"PUD No. 2 Of Grant County, Washington",41.73,2812
US-NW-GCPD,2021,United States of America,"PUD No. 2 Of Grant County, Washington",44.78,6389
US-NW-GRID,2018,United States of America,"Gridforce Energy Management, Llc",488.0532191445536,4272
US-NW-GRID,2019,United States of America,"Gridforce Energy Management, Llc",489.14754266306585,7682
US-NW-GRID,2020,United States of America,"Gridforce Energy Management, Llc",647.68,2723
US-NW-GRID,2021,United States of America,"Gridforce Energy Management, Llc",467.08,6344
US-NW-GWA,2018,United States of America,"Naturener Power Watch, Llc (Gwa)",15.098218614477027,3254
US-NW-GWA,2019,United States of America,"Naturener Power Watch, Llc (Gwa)",16.31864147568378,6968
US-NW-GWA,2020,United States of America,"Naturener Power Watch, Llc (Gwa)",21.43,2343
US-NW-GWA,2021,United States of America,"Naturener Power Watch, Llc (Gwa)",16.27,5223
US-NW-IPCO,2018,United States of America,Idaho Power Company,390.27034390220786,4362
US-NW-IPCO,2019,United States of America,Idaho Power Company,311.60755412340967,8701
US-NW-IPCO,2020,United States of America,Idaho Power Company,333.65,2712
US-NW-IPCO,2021,United States of America,Idaho Power Company,293.29,6356
US-NW-NEVP,2018,United States of America,Nevada Power Company,503.57659835909936,4406
US-NW-NEVP,2019,United States of America,Nevada Power Company,480.77950235563696,8752
US-NW-NEVP,2020,United States of America,Nevada Power Company,471.03,2928
US-NW-NEVP,2021,United States of America,Nevada Power Company,452.91,6553
US-NW-NWMT,2018,United States of America,Northwestern Energy,571.3947946968067,4363
US-NW-NWMT,2019,United States of America,Northwestern Energy,549.1934649462431,8655
US-NW-NWMT,2020,United States of America,Northwestern Energy,441.21,2812
US-NW-NWMT,2021,United States of America,Northwestern Energy,504.92,6384
US-NW-PACE,2018,United States of America,Pacificorp East,592.309762938605,4334
US-NW-PACE,2019,United States of America,Pacificorp East,560.606361543091,8060
US-NW-PACE,2020,United States of America,Pacificorp East,552.91,2928
US-NW-PACE,2021,United States of America,Pacificorp East,510.72,6553
US-NW-PACW,2018,United States of America,Pacificorp West,387.29667892698257,4355
US-NW-PACW,2019,United States of America,Pacificorp West,359.58498126331324,8734
US-NW-PACW,2020,United States of America,Pacificorp West,335.06,2766
US-NW-PACW,2021,United States of America,Pacificorp West,313.82,6136
US-NW-PGE,2018,United States of America,Portland General Electric Company,213.23749584621976,4308
US-NW-PGE,2019,United States of America,Portland General Electric Company,191.25624967184623,8006
US-NW-PGE,2020,United States of America,Portland General Electric Company,167.41,2928
US-NW-PGE,2021,United States of America,Portland General Electric Company,179.09,6553
US-NW-PSCO,2018,United States of America,Public Service Company Of Colorado,575.6897249903468,4401
US-NW-PSCO,2019,United States of America,Public Service Company Of Colorado,534.4944594483445,8750
US-NW-PSCO,2020,United States of America,Public Service Company Of Colorado,450.72,2928
US-NW-PSCO,2021,United States of America,Public Service Company Of Colorado,479.13,6553
US-NW-PSEI,2018,United States of America,Puget Sound Energy,242.9969930395426,682
US-NW-PSEI,2019,United States of America,Puget Sound Energy,269.25128313102465,8760
US-NW-PSEI,2020,United States of America,Puget Sound Energy,207.58,2766
US-NW-PSEI,2021,United States of America,Puget Sound Energy,185.58,5942
US-NW-SCL,2018,United States of America,Seattle City Light,101.45841513155644,4408
US-NW-SCL,2019,United States of America,Seattle City Light,91.55737393804961,8737
US-NW-TPWR,2018,United States of America,"City Of Tacoma, Department Of Public Utilities, Light Division",106.81605585900672,4384
US-NW-TPWR,2019,United States of America,"City Of Tacoma, Department Of Public Utilities, Light Division",98.05323234783518,8714
US-NW-TPWR,2020,United States of America,"City Of Tacoma, Department Of Public Utilities, Light Division",66.36,2788
US-NW-TPWR,2021,United States of America,"City Of Tacoma, Department Of Public Utilities, Light Division",63.02,6357
US-NW-WACM,2018,United States of America,Western Area Power Administration - Rocky Mountain Region,580.4505905970752,4297
US-NW-WACM,2019,United States of America,Western Area Power Administration - Rocky Mountain Region,561.1634831932047,8469
US-NW-WACM,2020,United States of America,Western Area Power Administration - Rocky Mountain Region,581.31,2928
US-NW-WACM,2021,United States of America,Western Area Power Administration - Rocky Mountain Region,566.02,6553
US-NW-WAUW,2018,United States of America,Western Area Power Administration UGP West,263.4708263054875,4382
US-NW-WAUW,2019,United States of America,Western Area Power Administration UGP West,311.5314135609749,8328
US-NW-WAUW,2020,United States of America,Western Area Power Administration UGP West,258.92,2388
US-NW-WAUW,2021,United States of America,Western Area Power Administration UGP West,285.47,5507
US-NW-WWA,2018,United States of America,"Naturener Wind Watch, Llc",12.36953414563868,3272
US-NW-WWA,2019,United States of America,"Naturener Wind Watch, Llc",12.46515551582661,7244
US-NW-WWA,2020,United States of America,"Naturener Wind Watch, Llc",9.93,2451
US-NW-WWA,2021,United States of America,"Naturener Wind Watch, Llc",10.17,5543
US-NY,2018,United States of America,New York,241.18988277458752,6181
US-NY,2019,United States of America,New York,222.39854913025695,8760
US-PJM,2015,United States of America,PJM,423.3229255626844,5132
US-PJM,2016,United States of America,PJM,419.2939626625727,8775
US-PJM,2017,United States of America,PJM,399.81600334137283,8644
US-PJM,2018,United States of America,PJM,396.9292724416342,8216
US-PJM,2019,United States of America,PJM,380.15304115181567,7943
US-SC,2018,United States of America,South Carolina,690.8546997242172,4332
US-SC,2019,United States of America,South Carolina,661.7029804200482,8636
US-SE-AEC,2018,United States of America,Powersouth Energy Cooperative,581.9945401382711,4118
US-SE-AEC,2019,United States of America,Powersouth Energy Cooperative,538.0519247515805,8138
US-SE-AEC,2020,United States of America,Powersouth Energy Cooperative,477.83,2812
US-SE-AEC,2021,United States of America,Powersouth Energy Cooperative,481.08,5653
US-SE-SEPA,2018,United States of America,Southeastern Power Administration,145.49812670396045,1513
US-SE-SEPA,2019,United States of America,Southeastern Power Administration,125.25734216784146,2867
US-SE-SEPA,2020,United States of America,Southeastern Power Administration,52.25,973
US-SE-SEPA,2021,United States of America,Southeastern Power Administration,22.26,1640
US-SE-SOCO,2018,United States of America,"Southern Company Services, Inc. - Trans",460.8205025211825,4291
US-SE-SOCO,2019,United States of America,"Southern Company Services, Inc. - Trans",437.587514857559,8736
US-SE-SOCO,2020,United States of America,"Southern Company Services, Inc. - Trans",421.11,2928
US-SE-SOCO,2021,United States of America,"Southern Company Services, Inc. - Trans",434.03,6553
US-SPP,2011,United States of America,SPP,638.3429036033682,8754
US-SPP,2012,United States of America,SPP,614.7708296137473,8784
US-SPP,2013,United States of America,SPP,607.69156593165,8760
US-SPP,2014,United States of America,SPP,587.2555546574782,8760
US-SPP,2015,United States of America,SPP,557.7982510862477,8738
US-SPP,2016,United States of America,SPP,470.05277135437586,3200
US-SPP,2017,United States of America,SPP,476.77991377161624,8729
US-SPP,2018,United States of America,SPP,464.0813208635829,8754
US-SPP,2019,United States of America,SPP,412.612355044021,8749
US-SVERI,2018,United States of America,SVERI,461.1581343467944,573
US-SW-AZPS,2018,United States of America,Arizona Public Service Company,310.98944198923374,4408
US-SW-AZPS,2019,United States of America,Arizona Public Service Company,272.39092435053607,7996
US-SW-AZPS,2020,United States of America,Arizona Public Service Company,434.04,2605
US-SW-AZPS,2021,United States of America,Arizona Public Service Company,400.51,6366
US-SW-DEAA,2018,United States of America,"Arlington Valley, LLC",490.0,3143
US-SW-DEAA,2019,United States of America,"Arlington Valley, LLC",490.0,7455
US-SW-EPE,2018,United States of America,El Paso Electric Company,491.1783232902071,4408
US-SW-EPE,2019,United States of America,El Paso Electric Company,475.96350638075415,8760
US-SW-EPE,2020,United States of America,El Paso Electric Company,490.05,2812
US-SW-EPE,2021,United States of America,El Paso Electric Company,474.05,6365
US-SW-GRIF,2018,United States of America,"Griffith Energy, LLC",490.0000227599747,4398
US-SW-GRIF,2019,United States of America,"Griffith Energy, LLC",489.9966228760756,8100
US-SW-GRIF,2020,United States of America,"Griffith Energy, LLC",282.96,2747
US-SW-GRIF,2021,United States of America,"Griffith Energy, LLC",35.99,5589
US-SW-HGMA,2018,United States of America,"New Harquahala Generating Company, LLC",490.0,27
US-SW-HGMA,2020,United States of America,"New Harquahala Generating Company, LLC",,0
US-SW-HGMA,2021,United States of America,"New Harquahala Generating Company, LLC",4.99,3044
US-SW-PNM,2018,United States of America,Public Service Company Of New Mexico,529.6927190150121,4408
US-SW-PNM,2019,United States of America,Public Service Company Of New Mexico,492.42043923399666,8496
US-SW-PNM,2020,United States of America,Public Service Company Of New Mexico,527.53,2360
US-SW-PNM,2021,United States of America,Public Service Company Of New Mexico,500.68,4830
US-SW-SRP,2018,United States of America,Salt River Project,285.36208062198534,3832
US-SW-SRP,2019,United States of America,Salt River Project,265.97456934356916,8555
US-SW-SRP,2020,United States of America,Salt River Project,290.26,2928
US-SW-SRP,2021,United States of America,Salt River Project,271.01,6553
US-SW-TEPC,2018,United States of America,Tucson Electric Power Company,548.5543574717642,3739
US-SW-TEPC,2019,United States of America,Tucson Electric Power Company,520.5418214513113,8307
US-SW-TEPC,2020,United States of America,Tucson Electric Power Company,561.58,2692
US-SW-TEPC,2021,United States of America,Tucson Electric Power Company,487.68,5559
US-SW-WALC,2018,United States of America,Western Area Power Administration - Desert Southwest Region,489.98650824602373,4293
US-SW-WALC,2019,United States of America,Western Area Power Administration - Desert Southwest Region,326.99298920296474,8675
US-SW-WALC,2020,United States of America,Western Area Power Administration - Desert Southwest Region,389.48,2759
US-SW-WALC,2021,United States of America,Western Area Power Administration - Desert Southwest Region,337.65,4257
US-TEN-TVA,2018,United States of America,Tennessee Valley Authority,338.2117412239104,4027
US-TEN-TVA,2019,United States of America,Tennessee Valley Authority,305.74340139177065,8668
US-TEN-TVA,2020,United States of America,Tennessee Valley Authority,258.13,2928
US-TEN-TVA,2021,United States of America,Tennessee Valley Authority,309.29,6553
US-TEX-ERCO,2018,United States of America,"Electric Reliability Council Of Texas, Inc.",442.7343032885439,4339
US-TEX-ERCO,2019,United States of America,"Electric Reliability Council Of Texas, Inc.",391.5687276541922,5402
US-TEX-ERCO,2020,United States of America,"Electric Reliability Council Of Texas, Inc.",381.05,2928
US-TEX-ERCO,2021,United States of America,"Electric Reliability Council Of Texas, Inc.",376.61,6553
US-TN,2018,United States of America,Tennessee,319.7480139042136,4028
US-TN,2019,United States of America,Tennessee,287.9437167052995,8672
US-TX,2018,United States of America,ERCOT,443.04238945748864,4340
US-TX,2019,United States of America,ERCOT,396.7852696798234,8760
